"PLATFORM_TITLE_ID","REGION","MIXIMUM_VIEWING"
GXt_jtg3Sw8PCwgEAAArU,ES,71
GXkXIGACM6o-njwEAABv5,SE,71
GYKaqKAeYn6S1oAEAAABt,PL,71
GYkbpQg166r7DwgEAAAAl,PL,71
GXuu7ygQ61cI9DgEAAAAY,SE,71
GYfmq8wb8h8PCwwEAAALB,ES,71
GYvounAllNpa8kAEAAALu,ES,71
GXdhgdgNOH5uAuwEAADWA,MX,71
GYOxtow3Wz8PDwgEAAAdw,NL,71
GYnldNwj6e0W1oQEAAAB9,CO,71
GYOYX9gphVFOLNgEAAAQR,NO,71
GYpEXWQSXnoxHKQEAAACc,CO,71
GZAZHkgS32aXCwgEAAANK,MX,71
GYoOj2Qv1aSyfhAEAAAAF,FI,71
GXdhgdgNOH5uAuwEAADWA,BR,71
GYxD6wQcKWK6HkAEAAAAD,CO,71
GYxkQYQGE28JboAEAAApv,US,71
GXji44gbd1I7CZgEAAAjR,NL,71
GXuqhmQVncQq_tgEAAAJc,NL,71
GXdkpqAvyDaXCPQEAADdn,NO,71
GYsgX1w6JnKjDwgEAAAAD,PL,71
GYh1MIA1UEkeawgEAAABg,US,71
GYFE2MQJfrJZmqQEAAABJ,PL,71
GYD_NwwpmPLC0wgEAAAAt,AR,71
GYNHTDQuvpMLCewEAAAAG,ES,71
GXebCtwq1msPCwwEAAD8D,NO,71
GWt7vKAJzFri8vQEAAAKm,DK,71
GYQk67gSibA-mWQEAAAK3,DK,71
GYKa2lwaD8ZzDwgEAAABY,SE,71
GYfmWFgn0QA6PtAEAAALD,CO,71
GYJ1rsgA_wqUOrgEAAABJ,ES,71
GXJvIRwB426gjKgEAAADl,ES,71
GXeOM3Q7qcZuAuwEAADwo,PL,71
GX3dOFgSA-4uZmAEAAAAi,NL,71
GYga-Yw75tSs1SQEAAAAj,ES,71
GY7SGbgLrwMPDwgEAAAir,BR,71
GYit9HwqFcJephQEAAAB-,MX,71
GYFzu0gFVy1-8ogEAAASs,ES,71
GYjXHrQBV7KCDJwEAAAAg,MX,71
GYJxoQQe-gaGSwwEAAAAE,US,70
GYDbevA1fbpvCwgEAAAAN,US,70
GXqHggg6FbLeIkwEAAAAv,NL,70
GYry7cgbv18LCUgEAAAMw,BR,70
GX2TSFQceQ6Q8ggEAAADg,SE,70
GYOjK2gS9AYMqsQEAAAYi,BR,70
GYfl7pQ2HhcPCBQEAAAFr,US,70
GYMg6VAHwdcN0sAEAAAAP,BR,70
GVWeoCgvsaV-0twgJAAAJ,ES,70
GYO2jXAXCRoMqsQEAAAgv,BR,70
GYKaNAQcBVKV6hAEAAAAv,AR,70
GX23urwuo4MNYwwEAAAPq,PL,70
GYVuAFwp9CcNwYgEAAABE,ES,70
GXdu2ZAZfFMPCwwEAADXD,BR,70
GYEb9QwLgFF9_ZwEAAAA7,ES,70
GXjr8UQSrLMPDwwEAAAgO,MX,70
GX8fcEgfs6Z-0fQEAAABO,NL,70
GXnEEogAPtp4_wwEAAEvU,NO,70
GYIGQrwwl3SfCawEAAAAS,ES,70
GXdu2TwxqEaXCPQEAADe2,MX,70
GXEIDEwdoeW2-gAEAAAGy,CO,70
GYzl87QtQEZfCwwEAAAAC,CO,70
GYukKWwD5xliCmwEAAABB,CO,70
GYOYX9gphVFOLNgEAAAQR,FI,70
GXnEEogAPtp4_wwEAAEvU,CO,70
GY0_OxAHw6ZZQjgEAAAAW,BR,70
GYF5QqQilkcPDwgEAAADq,MX,70
GYhA0QwXRB2quwwEAAACg,NL,70
GYSimyQ6w2ZSlQgEAAAAa,SE,70
GYJxoQQXAXZqpgQEAAAA3,SE,70
GYIyqqQXl2hCqwgEAAAFY,MX,70
GX0_KAgpf77CttQEAAAJc,CO,70
GYgOAiQ1sH8MUiwEAAAAC,ES,70
GXelwfAJJ2kytlAEAAAfk,BR,70
GYnRw_gtlJojCwwEAAAMK,NL,70
GYSoBvgt30o7CNAEAAAES,CO,70
GXnTGcQWYDaFYqQEAAARN,US,70
GYiiHVgNy7YCYZwEAAAGO,PL,70
GYlgzbASuW5WwwwEAAAAZ,MX,70
GXt_r5AwEa8PCwgEAAAsi,SE,69
GYf1V5wGHpmHCwwEAAABS,ES,69
GX9v1Ig7cnhoQwgEAAAAC,SE,69
GVU2gzgvqloNJjhsJAUFb,AR,69
GYVlDxQQ0QaqHCgEAAAGX,NL,69
GVU2cpAZGLYNJjhsJATxQ,AR,69
GXv0MTwGYxMPDwgEAAAK-,US,69
GYbMWwQih1sIZsAEAAAFy,ES,69
GYDlqsA5BlZi6hgEAAAB1,MX,69
GYGJAwgdTR0zCwwEAAABM,US,69
GZDVh2QHNCMLCwgEAABQJ,NO,69
GXdu2VgjjzZuAuwEAADap,CO,69
GVU2oOwVB-o7DwvwIAU4R,CO,69
GXnEEoQ4sRMNVoAEAAB0c,CO,69
GYc3xuwu2x5rCFgEAAALb,FI,69
GWGwm2gls47RbwwEAAACB,ES,69
GXdu2VggtgZuAuwEAADan,ES,69
GYSbJuAuzchDCwgEAAAAC,CO,69
GYvCJtQwWCwXCwgEAAAIF,BR,69
GYfmqjwN8G0ySrQEAAAHK,PL,69
GYMDm0AJXAH0LrgEAAAAF,NO,69
GXdu2ZAZfFMPCwwEAADXD,US,69
GYKLHyAMzroPCXgEAAACI,BR,69
GYqHHUwuyOoTDAgEAAAAZ,MX,69
GYXEIsACt8buGtQEAAAGp,MX,69
GYu1duQm1KK3CwwEAAAGY,CO,69
GXeOM3Q7qcZuAuwEAADwo,DK,69
GXdu2ZAZfFMPCwwEAADXD,SE,69
GXGWJ8wyZ-K2uAwEAAAAK,SE,69
GWGwm2gls47RbwwEAAACB,SE,69
GYRLKMAyW-LSswwEAAADB,US,68
GYKkOkw3prKCPogEAAAPM,BR,68
GXjS6HwuDQo-njwEAAAT1,ES,68
GYK0q4AsaysLDLQEAAAAG,AR,68
GYUJo5gGZXiq9hAEAAAAK,BR,68
GYwz1ywqNmHcpuQEAAAfu,NO,68
GYGIgTAWX2Iq-lgEAAAAM,BR,68
GX9KHPw1OIMPCJgEAAAAD,FI,68
GYVVJDQi2jafDwgEAAAAM,MX,68
GWSMFhAH5XYqXwgEAAACj,CO,68
GYGa0mwMDVcPDwwEAAAFK,MX,68
GYWsaZA4Ie3uTuwEAAADK,CO,68
GVU2bygQ1go7DwvwIAT3r,PL,68
GYS_1DQ3ANK29TgEAAAAg,MX,68
GXa5NxQI8g5GYoAEAAAAm,AR,68
GYM0PqQo3OZGDwwEAAAAX,BR,68
GX-IlSAY7Cp5fKwEAAAB7,MX,68
GYhaucgZnkLtZpAEAAAAC,FI,68
GXeOM0wnXOrPDfgEAAAWb,MX,68
GXyIPIgqdlp28vgEAAAJ9,MX,68
GXpoFpw023XqInwEAAAAz,BR,68
GYJrCxAtoZsPDcQEAAAAD,CO,68
GYbeANwgv2IHDwwEAAAIb,ES,68
GYWmdygVheMM_LQEAAAAe,ES,68
GYhaucgZnkLtZpAEAAAAC,NO,68
GV22CjAE90q2QwgEAAAAI,DK,68
GY8sbnweX35SgigEAAAxd,MX,68
GXdu2UQAP-qXCPQEAADfL,MX,68
GYGa0mwDZIIy1iAEAAACF,ES,68
GYS_1DQ3ANK29TgEAAAAg,NO,68
GX9q8ZQSTsMIwlQEAAAAF,MX,68
GYamErwLzTajCwwEAAAAb,DK,68
GYS-mSAhj8cPCJgEAAABJ,PL,68
GYL_giAUiS50WggEAAAB7,BR,68
GYe3PiAs1AsIKBgEAAAAT,MX,67
GYEq4eApHYpA4cwEAAAAC,NO,67
GYGIgTAWX2Iq-lgEAAAAM,PL,67
GXa5NxQI8g5GYoAEAAAAm,FI,67
GYSTAcQ3AeL7DTwEAAAAC,MX,67
GX5NuhwXHx52ywgEAAAEP,SE,67
GYBNNbABUnb1QoQEAAABA,DK,67
GYnMbmgAIe4jCwwEAAAIq,ES,67
GXrnLcQzKrR8GwgEAAAAW,BR,67
GYIbMFweYTZ2TjQEAAAaq,MX,67
GYJWdJAUshsPCwgEAAABc,CO,67
GYJWdpwi5VmDDwgEAAABD,BR,67
GXnEEoQ4sRMNVoAEAAB0c,SE,67
GYGJAwgdTR0zCwwEAAABM,PL,67
GYGZhbQhHUMPCwgEAAAAw,ES,67
GVnRuCAA79Z3Dww0JAADm,ES,67
GWPUlwg8AP5hdqgEAAAA9,SE,67
GYY1zRgfqsFXCwgEAAAAC,MX,67
GYtC3iQOnSVCRsAEAAAAC,MX,67
GXwNxKAQgMcPDwgEAAAOh,MX,67
GYfKu-A170qKOjQEAAAAm,MX,67
GYJ5XTwMdtZ6uswEAAAJz,US,67
GYRsnmQN9v4jDwgEAAAQE,BR,67
GX07gpQFBrLCttQEAAAH-,US,67
GYFPRJg65KMMIwwEAAAAJ,US,67
GY1bBQQzmmY6vvgEAAAAV,ES,67
GYA80NAFd4LrDwgEAAAID,AR,67
GXfAhgwnrW8J_LwEAAAHS,US,67
GYSCOFQ3BIpBihQEAAAAW,MX,67
GXbos4w0lSLavMAEAAAwJ,CO,67
GX9kxdAcPiglRwgEAAAGW,CO,67
GYJxoQQe-gaGSwwEAAAAE,CO,67
GYDQXMgVDW8LDGgEAAAAF,PL,67
GYhA0QwXRB2quwwEAAACg,AR,67
GYw-Q1wlp91iCmwEAAAlK,DK,67
GZBSrqAm1xaKZwgEAAAS1,CO,67
GYTfvKg1VzreqXAEAAABQ,BR,66
GYNHTDQuvpMLCewEAAAAG,NO,66
GXflGcQEvOZWdkQEAAAE3,CO,66
GYF4dXgnUnW9UiQEAAABa,BR,66
GXeOM3Q7qcZuAuwEAADwo,NO,66
GYm0w5wSRXaTDYQEAAAD4,AR,66
GYbTs8gsLuoqlwgEAAAGu,MX,66
GXC-QHATlFIa1vAEAAAYV,SE,66
GYZ1SZwrtOrZElQEAAAAb,BR,66
GYGdyeQ5pui-8wwEAAAAQ,MX,66
GXyMFtgmtiY6vcwEAAAOH,CO,66
GYGX9YAcVV4i0wgEAAACH,BR,66
GVs8omQqyv7qGtt8IAABb,MX,66
GYg_A4gao8xfCEQEAAAAH,CO,66
GYiCchArk8KsZQgEAAAAU,MX,66
GYjJrvg7QksLDwgEAAAAG,DK,66
GYTqD4whXVMPDwgEAAAC9,MX,66
GYhlKbwe6caOvtgEAAAAJ,CO,66
GXdu2VggtgZuAuwEAADan,SE,66
GYyitAQjQ04OEtAEAAAD2,ES,66
GXdu2ZAZfFMPCwwEAADXD,MX,66
GYmbi-g0FBYEWwwEAAAAE,MX,66
GXdu2SghWaZuAuwEAADaD,ES,66
GYMDm0AJXAH0LrgEAAAAF,NL,66
GYertfwheoomXpgEAAAAb,PL,66
GXjhaNQRXiMPDwwEAAABQ,AR,66
GXdu2VgkiwJuAuwEAADaq,AR,66
GYq58LwucDkqSLgEAAAAC,CO,66
GX9J2BQiwulmjRAEAAACX,US,66
GYWDFCQqUi8PCNgEAAAAZ,AR,66
GXdu2RQKDmpuAuwEAADZ2,PL,66
GYhE4qQA4qB2_wwEAAADc,MX,66
GYw48owR8pBbDwwEAAAh0,AR,66
GYGblNguYmRSjVQEAAAAD,BR,66
GYP7NYgeGSYmqRwEAAAAC,BR,66
GYJ6BAgoCnsLCSQEAAAAJ,MX,66
GXcnTGwGNYSRMwgEAAAGK,NL,65
GXeOM3Q3vLpuAuwEAADwn,MX,65
GYVRkGwEibWhGkgEAAAB-,DK,65
GXdu2XgYfHcPCwwEAADW8,MX,65
GXehGXQ6XvUytlAEAAARB,BR,65
GYDAnZgCFQ8IJpQEAAAAN,NL,65
GYVdBnQXp5o7DOwEAAABN,ES,65
GX-nzMw1oyZHDwwEAAAN3,BR,65
GXyINwwb5IMJ6pQEAAAAU,US,65
GXnTGcQWYDaFYqQEAAARN,FI,65
GYGbnVgFkgrfCwwEAAAAG,BR,65
GZDBcoAAEt8PCGAEAAAAC,SE,65
GYdUGkgr7_MLDwgEAAAAH,ES,65
GYJH8YgsKHQaSsQEAAAH_,MX,65
GXsUzqAHp-UCxkQEAAAAa,MX,65
GVU2gzgvqloNJjhsJAUFb,MX,65
GVU2_3QlhmYNJjhsJAWUZ,AR,65
GYXG8YwRRdr3CMAEAAAAX,PL,65
GYV06bwsIflCgwwEAAAAC,AR,65
GYJWdxQDw5WDDwgEAAABL,ES,65
GYLezlwqHdQJ-jQEAAAOS,PL,65
GYR5RdgWLo4jDwgEAAAnR,ES,65
GYWkQ9QyS8TO6UQEAAAAC,NL,65
GXqxXYwlxdEKuqwEAAASS,DK,65
GYZfs-QNXCFSfwwEAAAAc,ES,65
GYieKmwwp7ayPlwEAAAHq,ES,65
GYBSOHAPdkX3DwwEAAAEx,MX,65
GYfHjFAGkcr20TQEAAAA1,SE,65
GYjG0rwfVs5uqwwEAAABd,MX,65
GYcIdmwuzuMJZsQEAAAAK,ES,65
GYgMoLgyg_LEaBwEAAABB,CO,65
GYGQHnQ66bIW2XgEAAAAy,BR,65
GYyM7vgVO9XufngEAAADj,MX,65
GYn_GOQBpF5GTrwEAAAAE,BR,65
GYDkvhgbFAb2dwgEAAAA7,CO,65
GX9kxdAcPiglRwgEAAAGW,BR,65
GY0oj4g5-mozDwgEAAAFJ,MX,65
GYJ6BAgoCnsLCSQEAAAAJ,ES,65
GYO2jXgZ_eVOLNgEAAAgF,MX,65
GY-YsDwFeS6XCwgEAAAFw,DK,65
GYVdBnQXp5o7DOwEAAABN,US,65
GYLAIrgJoPrlNiAEAAADg,AR,65
GYGX9Uw0f6Ze6wgEAAABz,MX,65
GYBGuRQslYUaqkwEAAACf,US,65
GXsVG2Qc1V76_CQEAAAC0,MX,65
GYW7mcATOOadAmgEAAABS,DK,65
GYfHjFAGkcr20TQEAAAA1,DK,65
GYwz1hART6RbDwwEAAAgA,CO,65
GX9q5dgf0LMILwgEAAAF0,SE,65
GXGWJ8wyZ-K2uAwEAAAAK,US,65
GYyRIgQNLUhu1wwEAAAAF,AR,64
GXdu2UAA5zMPCwwEAADWg,MX,64
GXdu2ZAgdEMPCwwEAADXH,SE,64
GYYuuTAZOv1gPIwEAAAFN,NO,64
GY6IBcA38aMLCwgEAAAdE,BR,64
GXt_piwUrsJuSkwEAAAml,MX,64
GYeIBEQWIfbxGuQEAAACb,CO,64
GYvCSig84kETDwwEAAAG1,MX,64
GYBNNbABUnb1QoQEAAABA,CO,64
GXdu2UAyz4JuAuwEAADag,DK,64
GXmbFDQB8YTC3wwEAACzH,BR,64
GYQk67gSibA-mWQEAAAK3,SE,64
GYKLHyAMzroPCXgEAAACI,CO,64
GWAFoGQK4Y7CEHAEAAAAu,CO,64
GXGWJ8wyZ-K2uAwEAAAAK,ES,64
GZD_w5w0N47iWtQEAAAeO,NO,64
GWeT0kwlR3LWurAEAAAIz,NO,64
GYJ1qmAvgjazDWwEAAAB5,MX,64
GX9J2BQiwulmjRAEAAACX,SE,64
GXeXFng63dpuAuwEAADzN,AR,64
GXmBdzQpf3J4_wwEAACjb,CO,64
GX9GP0QwETI_CCwEAAAAG,MX,64
GYgeN5AnnN4kInwEAAAAO,PL,64
GYeATOgbjDQPCwgEAABPB,PL,64
GYJ5XTwMdtZ6uswEAAAJz,BR,64
GYF47Mg7XhYTCwgEAAAPJ,MX,64
GXrxVHgQTjcLDbwEAAAAm,MX,64
GYIGQrwwl3SfCawEAAAAS,CO,64
GYIbL5QU0QJCtnAEAAAAJ,MX,64
GYLE6HgS85sIWhwEAAAAS,CO,64
GYPByzgYje6uLKAEAAAAI,NL,64
GX72QuwdZ0yGqwgEAAAY4,PL,64
GYQYwCQvRr02jwgEAAAAG,BR,64
GXEH3gQhtqo0IvQEAAAE7,FI,64
GYmcIcA5b-IyOtwEAAAAC,AR,64
GYS_3hgKL_avCwwEAAAAe,DK,64
GXeldRgFaYLPDfgEAAA8M,MX,64
GXxsXSgEGzWLCwwEAAAA-,MX,64
GX9v1Ig7cnhoQwgEAAAAC,BR,64
GXup_aQMBwgq_tgEAAAGp,MX,64
GYFzu-gwpc8ITpgEAAAVr,CO,64
GX8g0wQepMMLDwgEAAAEp,BR,64
GXk2bjADLDp4_wwEAAAUc,SE,64
GYMjs-wY9X7CIhgEAAAAU,NL,64
GYx_owQ7sIZvDwwEAAAEp,FI,64
GYGdU4wjQr7m2wgEAAAPj,MX,64
GYJpNjQdvDFvCRAEAAAAe,MX,64
GYeB2ug0fksIOjAEAAABW,MX,64
GYM1B1QloY6m0lwEAAAB1,MX,63
GW79voAQfEsN5wwEAAADo,US,63
GYGOrjQfhvKCWowEAAAAE,SE,63
GXx9sDwE-Ta0MlAEAAACQ,NO,63
GYyS7mgqkZDKqUgEAAACQ,AR,63
GYmgB6gkGlazCTwEAAAAD,BR,63
GYNEHhgjBeK6SNwEAAAA_,PL,63
GYVRlFQ121Im-wgEAAADD,NO,63
GXeleNwKW27PDfgEAAA8Q,US,63
GXdkpqAvyDaXCPQEAADdn,AR,63
GXqxXYwlxdEKuqwEAAASS,NO,63
GXdu2VgkiwJuAuwEAADaq,DK,63
GYhfHhAh4-XVowwEAAAAG,US,63
GYJxCDACcN8PDewEAAAAG,NO,63
GYpEXWQSXnoxHKQEAAACc,MX,63
GYF4gOgWP0gaavQEAAABV,MX,63
GY5nTYwY8mMPCLwEAAAa5,FI,63
GVU2fVwUV4FFvjSoJAUAV,MX,63
GXjyOBAdcLo7CZgEAABEc,ES,63
GXjS6IALt55PCwgEAAAVK,MX,63
GYRaerQeoqDdFwwEAAAAj,MX,63
GX-IlUgib1sIdmgEAAABv,CO,63
GXrxVHgQTjcLDbwEAAAAm,CO,63
GXuOsXgehxqUJwwEAAAPp,SE,63
GZFpJYwiSvLiWtQEAAAlm,SE,63
GYqHbjgMXwIaXvwEAAAAC,PL,63
GYgR3zAxugZJAsQEAAAA6,BR,63
GXflGcQEvOZWdkQEAAAE3,SE,63
GYK6A0wdFMsMdJgEAAAAJ,SE,63
GYigtFwTWHcN9uAEAAAHK,NL,63
GYp4MpAPtALoDwwEAAAAq,FI,63
GXadUQAL-FZaVkgEAAAKm,AR,63
GYBCRdASrK663twEAAABG,CO,63
GYDQXMgVDW8LDGgEAAAAF,DK,63
GYKa6UAg5AoqcbgEAAAAD,SE,63
GXozhGwOz77DCYwEAABBA,FI,63
GXwO8LwQUJbnDHQEAAARh,US,63
GYx_owQ7sIZvDwwEAAAEp,DK,63
GYRsnmQN9v4jDwgEAAAQE,MX,63
GXrR72QhID4ayhAEAAANa,US,63
GXjtSkAk4KY-njwEAAA83,BR,63
GYQLvRwbr7hTCwgEAAAGm,SE,63
GYjG0rwfVs5uqwwEAAABd,BR,63
GYQt3-w8TZsLCewEAAABb,CO,63
GXnt7fw7qNVSpjQEAAAJx,SE,63
GYGQHpgtBy5sJwgEAAAAp,MX,62
GYEZm4Qn1r7CgYgEAAAAb,CO,62
GYT4F6AL-xKU3wwEAAABB,SE,62
GYQLc9AAt8piTwgEAAAEj,PL,62
GXkXIGACM6o-njwEAABv5,ES,62
GYIymyAspIYecwwEAAACS,AR,62
GYGQJNwOcH4W2XgEAAABg,CO,62
GVrUjbAdEfW7Dw7sIAAAT,US,62
GYB2e7gq3xivCIgEAAAAb,US,62
GXcsNwQU5L5uAuwEAAAPT,AR,62
GYOWv5AqDQWWVwwEAAARw,BR,62
GZE-RjwY6aU6aKQEAAAkj,MX,62
GYMn9vA443g_COgEAAAAH,AR,62
GXjr8RwXmCo-njwEAAA5v,MX,62
GYOfdrQUJEsI-wgEAAAUy,ES,62
GYq58LwucDkqSLgEAAAAC,US,62
GYXL2dgoZuDeNogEAAAay,ES,62
GYsgdKQBmOMLCwgEAAATa,MX,62
GY1v0_QL9M7iSKwEAAAAr,MX,62
GXEIDEwdoeW2-gAEAAAGy,ES,62
GXjS6HAippZPCwgEAAATg,MX,62
GYGa0uQNhd1XCeQEAAADj,MX,62
GXdu2TwrCwZuAuwEAADaR,MX,62
GYXxsjQhvlsPDDgEAAAAC,CO,62
GXvtPeQm0p8JZjgEAAAU3,MX,62
GYGblNguYmRSjVQEAAAAD,MX,62
GYKQAkQBpTMNQvAEAAAGF,DK,62
GXqxXYwlxdEKuqwEAAASS,PL,62
GYfinBwyKBImYsgEAAACn,AR,62
GYGa0zQRE9sPDwwEAAAGP,MX,62
GVU2fVwUV4FFvjSoJAUAV,AR,62
GXk2bjADLDp4_wwEAAAUc,CO,62
GYMzEGg049ruJvQEAAAAW,CO,62
GYWR0WwqSmTK_wgEAAAAm,NL,62
GWKuzCQs0qYWdlwEAAAB-,MX,62
GX6rsqgAIJMPCwgEAAACB,CO,62
GYF4gOgWP0gaavQEAAABV,BR,62
GYdN9VQZruMMbwwEAAAAY,US,62
GYGQHpgtBy5sJwgEAAAAp,BR,62
GXyINuQrm9o6vcwEAAAFE,US,62
GXd_Yewi2pZuAuwEAADwE,ES,62
GYp4MpAPtALoDwwEAAAAq,NO,62
GX-zqnAVh8cNvuwEAAAAQ,ES,62
GYZ1SZwrtOrZElQEAAAAb,CO,62
GYztM8w3XD7mRsAEAAACv,SE,62
GXd7gCQH2RLPDfgEAAAV4,CO,62
GWNA5EQi0fzzCwgEAAACc,ES,62
GXvyhuwpA7JpiwwEAAAEY,MX,61
GYF4gOgWP0gaavQEAAABV,CO,61
GXmbKrgSSXJ4_wwEAACvn,MX,61
GYBmsKA4FaUnDdQEAAAAj,SE,61
GYS_3hgKL_avCwwEAAAAe,NO,61
GV0ScTQL9VpeatgEAAAAH,ES,61
GYd06gQHhtreZGAEAAAQC,PL,61
GYmFp9ATv1JSBmwEAAACW,SE,61
GYUDeywQdBm-dwgEAAAGe,CO,61
GY8_fXw8fJ8LCwgEAAAxD,DK,61
GYmgB6gkGlazCTwEAAAAD,MX,61
GYJWdJAUshsPCwgEAAABc,BR,61
GYlB6VQxc9aEoPwEAAABa,AR,61
GX9jvZQ7mx1y8eAEAAABk,US,61
GYfKHJg8SvcPDwwEAAABR,MX,61
GYGP7bQmbDIC6twEAAAEV,BR,61
GVvls3Ai4QaawqmIJAAAg,FI,61
GYmrTxAWpCl3DMgEAAAAC,ES,61
GYHoIhQfoKZiswgEAAAEb,BR,61
GYB2ypgJUb8LDAgEAAAA5,FI,61
GYqHbjgMXwIaXvwEAAAAC,DK,61
GYWR5dghDyKtgwgEAAABi,DK,61
GYWR01QAEKpe5pAEAAAAr,SE,61
GYKxZsghxi6usjAEAAAAI,BR,61
GXdu2ZAb9oJuAuwEAADa9,CO,61
GYeB2LgKJ1cIOjAEAAABQ,AR,61
GYUDeywJ3IW-dwgEAAAGd,US,61
GYtUdUQtVN3mangEAAAox,US,61
GYRS07wv40LnCwwEAAAAN,BR,61
GXwNxKAQgMcPDwgEAAAOh,BR,61
GVrw40gca3MPDwskIAAAN,MX,61
GXJPDsQO4lYqlUQEAAAA1,ES,61
GYnBUXgMlWrmItAEAAAAH,CO,61
GXyINwwb5IMJ6pQEAAAAU,MX,61
GZDBcoAAEt8PCGAEAAAAC,PL,61
GX9uU9AwB_sILwgEAAAGu,BR,61
GYhE4qQA4qB2_wwEAAADc,CO,61
GYcIzngboecIvwwEAAAAP,FI,61
GYfkEHgWVrYmYsgEAAAC1,MX,61
GYF1EsABts7IiswEAAAAe,CO,61
GYVlC5wiHLUSdNAEAAABB,SE,61
GYpJntgYmBsJ1vQEAAAAD,AR,61
GXrH2TQA9qImBSgEAAAER,MX,61
GY2P_kwDFZcNbkgEAAAEB,CO,61
GY0_OxAHw6ZZQjgEAAAAW,MX,61
GYB2ypgJUb8LDAgEAAAA5,DK,61
GYscy0Q8vMMPCCwEAAAAD,AR,61
GYGazlgvpD6mulwEAAAEB,MX,61
GX07gpQFBrLCttQEAAAH-,ES,61
GXp24vgTQU6Q8iwEAAABA,MX,61
GVU2ooAea5FFvjSoJAUxA,SE,60
GYJxoQQXAXZqpgQEAAAA3,PL,60
GYULdgAda2sPCVAEAAAMh,ES,60
GYM-IuwM5lKmPwgEAAABs,SE,60
GYQFtyQxJ5MLCwwEAAABY,MX,60
GYBNQtQFalIcyvgEAAAAs,AR,60
GX42dmQ5Ws2NViQEAAAWr,US,60
GXouLWwp8MsPDIgEAAAqT,BR,60
GV7tyMAJMX4ORngEAAABb,MX,60
GXSycSQud4r29bAEAAA10,PL,60
GYSbJuAuzchDCwgEAAAAC,PL,60
GYTqqWwxPYwdewgEAAADq,CO,60
GVU2b5gYV_1FvjSoJATwi,PL,60
GYbtlEwHKp8LDwgEAAAMm,ES,60
GX07YeQv6q7CttQEAAAF_,US,60
GYSU-3gGn1YO0wgEAAAAY,CO,60
GYmvCFw455nSzKwEAAAA4,CO,60
GYU74OAAuhlyXJgEAAAAD,AR,60
GVU2u7gvLrY7DwvwIAVS1,MX,60
GVU2dhg3oaY7DwvwIAUAR,PL,60
GXsQOCwawIG2nwwEAAABu,CO,60
GYit9CwtY-sLDwwEAAACI,MX,60
GYtcrwQCZbYsVmAEAAAAN,CO,60
GYGblQA3HwcI1ZgEAAAAG,ES,60
GYBGuRQslYUaqkwEAAACf,BR,60
GYZ1sOQOynpFErQEAAAAC,DK,60
GYS-iCga1O8MkOQEAAAAv,PL,60
GYamErwLzTajCwwEAAAAb,NL,60
GX07gpQFBrLCttQEAAAH-,MX,60
GYV065wE9L6ibvAEAAAB1,AR,60
GYL_giAUiS50WggEAAAB7,CO,60
GYpEXWQSXnoxHKQEAAACc,BR,60
GYqG9MwScAsPDwgEAAAAO,CO,60
GYS_1DQ3ANK29TgEAAAAg,SE,60
GXup_aQMBwgq_tgEAAAGp,BR,60
GYS-iCga1O8MkOQEAAAAv,ES,60
GXx94lAkZqExbcwEAAAHy,MX,60
GXt_r5AwEa8PCwgEAAAsi,MX,60
GYP7NYgeGSYmqRwEAAAAC,CO,60
GWhWrJws0OZC_pgEAAABR,PL,60
GXNRHzQ2l5p63mgEAAAJ1,FI,60
GXJPDsQO4lYqlUQEAAAA1,MX,60
GVU22vArU1FFvjSoJAVxO,AR,60
GYtLGSwj39sLCwgEAAAm1,ES,60
GXx9sDwE-Ta0MlAEAAACQ,NL,60
GYYAx9wyT8sMpLgEAAAAC,BR,60
GYzHJfgqS9ne0wwEAAAAl,CO,60
GXdhgdgRUDJuAuwEAADWC,MX,59
GYx_o3QgNp1iCmwEAAA3f,DK,59
GWeT0kwlR3LWurAEAAAIz,DK,59
GYeB2LgKJ1cIOjAEAAABQ,NL,59
GWDS7jANPVb5WnwEAAABg,CO,59
GYDlqsA5BlZi6hgEAAAB1,BR,59
GYw0g_wFJ9MJboAEAAAfJ,MX,59
GYH-JQQtg4iHCUwEAAAJL,NL,59
GXnt7fw7qNVSpjQEAAAJx,MX,59
GYztM8w3XD7mRsAEAAACv,DK,59
GXeOMyQhfX5uAuwEAADwH,US,59
GXBkRLQHnzoa1vAEAAAOq,US,59
GY00h4QvbxYzDwgEAAAFq,FI,59
GYGQHpgtBy5sJwgEAAAAp,CO,59
GYYAx9wyT8sMpLgEAAAAC,CO,59
GYK6A0wdFMsMdJgEAAAAJ,NO,59
GXdu2TwxqEaXCPQEAADe2,US,59
GYEb9QwLgFF9_ZwEAAAA7,DK,59
GYGQJsAPeIoW2XgEAAACH,MX,59
GX-D8Zg0gjsJEwgEAAAAH,BR,59
GYMM_bgifpcLCYgEAAAAD,US,59
GYNjnQQB8AcPCwwEAAAAD,BR,59
GVU25dApblo7DwvwIAWFD,BR,59
GXsWiRwndkL6_CQEAAAEF,CO,59
GYEo27wV1b5O1wwEAAAAC,ES,59
GYS-mSAhj8cPCJgEAAABJ,NO,59
GYGIG7AjeAbihkAEAAAAP,SE,59
GYA8XCAO_l8LDcgEAAAHu,US,59
GX9jvgwxuzglRwgEAAAB2,MX,59
GYPk0ngDU6j5wlQEAAAAF,BR,59
GX9KHPw1OIMPCJgEAAAAD,NO,59
GYKb_dw6VMRi_uQEAAABX,BR,59
